,accuracy,formatted_address,google_place_id,input_string,lat,lng,number_of_results,postcode,status,type
446,ROOFTOP,"4220 Garfield St, Denver, CO 80216, USA",ChIJ7zzcpHx5bIcRLYi0pdRcsrE,"Denver, Colorado RTD train",39.7748933,-104.9440711,1,80216,OK,"establishment,point_of_interest"
447,GEOMETRIC_CENTER,"W 14th St & 8th Ave, New York, NY 10011, USA",EixXIDE0dGggU3QgJiA4dGggQXZlLCBOZXcgWW9yaywgTlkgMTAwMTEsIFVTQQ,14th and 8th Ave. in Manhattan,40.7397433,-74.0025294,2,10011,OK,intersection
448,GEOMETRIC_CENTER,"33 Hyderabad Rd, HortPark, Singapore 119578",ChIJC_hOgcgb2jERfF9HNB10xfI,"Singapore, at a park.",1.2787362,103.8018322,1,119578,OK,"establishment,park,point_of_interest"
449,,,,"St Louis, MO- Arsenal and Gravois, Kingshighway and Delmar, Chippewa and Oregon",,,0,,ZERO_RESULTS,
450,APPROXIMATE,"Washington, DC, USA",ChIJW-T2Wt7Gt4kRKl2I1CJFUsI,Washington D.C.,38.9071923,-77.0368707,1,,OK,"locality,political"
451,APPROXIMATE,"Washington, DC, USA",ChIJW-T2Wt7Gt4kRKl2I1CJFUsI,Washington D.C.,38.9071923,-77.0368707,1,,OK,"locality,political"
452,GEOMETRIC_CENTER,"My Driveway, Helena, MT 59602, USA",ChIJdeDtIFCtXFMRi2kMZAZ0C-M,My driveway,46.6826175,-112.1571447,1,59602,OK,route
453,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
454,,,,.,,,0,,ZERO_RESULTS,
455,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY",40.7127753,-74.0059728,1,,OK,"locality,political"
456,APPROXIMATE,"Warminster, PA 18974, USA",ChIJn9qVo-6uxokRjZ6iLcwxNAI,"Warminster, PA",40.2067884,-75.099807,1,18974,OK,"locality,political"
457,APPROXIMATE,Belgium,ChIJl5fz7WR9wUcR8g_mObTy60c,Belgium,50.503887,4.469936,1,,OK,"country,political"
458,APPROXIMATE,"Boston, MA, USA",ChIJGzE9DS1l44kRoOhiASS_fHg,"Boston, MA",42.3600825,-71.0588801,1,,OK,"locality,political"
459,APPROXIMATE,"Boston, MA, USA",ChIJGzE9DS1l44kRoOhiASS_fHg,"Boston, MA",42.3600825,-71.0588801,1,,OK,"locality,political"
460,APPROXIMATE,"White Plains, NY, USA",ChIJ2TWj4iKUwokRbPxbGhAEFFQ,white plains ny,41.0339862,-73.7629097,1,,OK,"locality,political"
461,APPROXIMATE,"Hernando, MS, USA",ChIJ2Ze-x4z1f4gR6jKMrM-3pE0,Hernando ms,34.823987,-89.9937018,1,,OK,"locality,political"
462,ROOFTOP,"7321 Sunshine Grove Rd, Brooksville, FL 34613, USA",ChIJE8LYu8Ee6IgRSTFcqb-9qpM,Hernando msl,28.5377439,-82.5006654,1,34613,OK,"establishment,point_of_interest,real_estate_agency"
463,ROOFTOP,"7321 Sunshine Grove Rd, Brooksville, FL 34613, USA",ChIJE8LYu8Ee6IgRSTFcqb-9qpM,Hernando msl,28.5377439,-82.5006654,1,34613,OK,"establishment,point_of_interest,real_estate_agency"
464,ROOFTOP,"1640 N Cahuenga Blvd, Los Angeles, CA 90028, USA",ChIJW5otxTu_woAR1ELPO5om5Hc,Hollywood near cahuenga around that area of the strip. ,34.1010314,-118.3293867,1,90028,OK,"establishment,point_of_interest"
465,ROOFTOP,"1640 N Cahuenga Blvd, Los Angeles, CA 90028, USA",ChIJW5otxTu_woAR1ELPO5om5Hc,Hollywood near cahuenga around that area of the strip. ,34.1010314,-118.3293867,1,90028,OK,"establishment,point_of_interest"
466,ROOFTOP,"15681 Brookhurst St, Westminster, CA 92683, USA",ChIJrds3DaQn3YARNF8MirfEfSw,Westminster California near the Sabrosada restaurant,33.7351032,-117.9551103,1,92683,OK,"establishment,food,point_of_interest,restaurant"
467,APPROXIMATE,"Westchester County, NY, USA",ChIJr1lrnWrJwokRidu9ImLYDjc,"Westchester, NY",41.1220194,-73.7948516,1,,OK,"administrative_area_level_2,political"
468,APPROXIMATE,"Oakland, CA, USA",ChIJA-2qKIt9hYARZ5N1NdUVtHE,"Oakland, CA",37.8043637,-122.2711137,1,,OK,"locality,political"
469,ROOFTOP,"13101 E Broncos Pkwy, Centennial, CO 80112, USA",ChIJq6qqqpaBbIcROumCwffJOFQ,"Denver suburbs, Arapahoe County",39.5797538,-104.8378455,1,80112,OK,"establishment,local_government_office,point_of_interest"
470,APPROXIMATE,"De Pijp, 1072 PB Amsterdam, Netherlands",ChIJk43ClosJxkcRulmUEo-atUU,"Amstredam, de Pijp",52.3533437,4.8964168,1,1072 PB,OK,"neighborhood,political"
471,APPROXIMATE,"Midtown East, New York, NY, USA",ChIJuz0pm-JYwokRfGONItGYHpc,"Midtown East, Manhattan",40.7540369,-73.9668408,1,,OK,"neighborhood,political"
472,GEOMETRIC_CENTER,"Busy St, Memphis, TN 38125, USA",ChIJ5S7QGu2Qf4gRKlOJ9cr7Mr8,City. busy streets,35.0147343,-89.801896,2,38125,OK,route
473,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
474,APPROXIMATE,"Kailua, HI, USA",ChIJ0xHGPQ5dAHwRwmYwMeCMKdk,"Kailua, Hawaii ",21.4022222,-157.7394444,1,,OK,"locality,political"
475,ROOFTOP,"1600 Exposition Blvd, Sacramento, CA 95815, USA",ChIJyRBVVhfamoAR5teWHibVDyg,California state fair Sacramento ,38.5928473,-121.4376522,1,95815,OK,"establishment,point_of_interest"
476,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,New York,40.7127753,-74.0059728,1,,OK,"locality,political"
477,APPROXIMATE,"Tyler, TX, USA",ChIJ4_mrHgXMSYYRHHB3cX1cKD4,"Tyler, TX",32.3512601,-95.3010624,1,,OK,"locality,political"
478,ROOFTOP,"1311 Highland Dr, McPherson, KS 67460, USA",ChIJVQBvsMpXu4cRYd7HWo45n3A,Ur mom,38.3829378,-97.6541864,1,67460,OK,"establishment,home_goods_store,point_of_interest,store"
479,ROOFTOP,"1305 Holly Ave, Columbus, OH 43212, USA",ChIJsQwGTPiOOIgRxj8Pt4CYXUM,"Everywhere, ohio",39.9857843,-83.0339031,1,43212,OK,"establishment,point_of_interest"
480,,,,At my home and my ji,,,0,,ZERO_RESULTS,
481,,,,At my home and my job,,,0,,ZERO_RESULTS,
482,ROOFTOP,"1799 Lombard St, San Francisco, CA 94123, USA",ChIJrT5VyNCAhYARNnnQCSP7LSw,"San Francisco, a block from Lombard street ",37.8002962,-122.4309392,2,94123,OK,"accounting,establishment,finance,point_of_interest"
483,ROOFTOP,"700 On The Mall, Minneapolis, MN 55402, USA",ChIJ3dpkzZAys1IReihL293HMiA,Nicollet mall AREAS Macys,44.97671,-93.272913,1,55402,OK,"clothing_store,department_store,establishment,furniture_store,home_goods_store,jewelry_store,lodging,point_of_interest,shoe_store,store"
484,APPROXIMATE,"New Jersey, USA",ChIJn0AAnpX7wIkRjW0_-Ad70iw,New Jersey,40.0583238,-74.4056612,1,,OK,"administrative_area_level_1,political"
485,ROOFTOP,"1335 E 5th Ave, Emporia, KS 66801, USA",ChIJ3aeh56tOuYcREvjTN2uJBXs,Street,38.403528,-96.1574909,1,66801,OK,"establishment,point_of_interest"
486,RANGE_INTERPOLATED,"1984 N Hitler St, Kimmell, IN 46760, USA",EigxOTg0IE4gSGl0bGVyIFN0LCBLaW1tZWxsLCBJTiA0Njc2MCwgVVNB,1984 Hitler Drive,41.3926207,-85.547297,2,46760,OK,street_address
487,,,,"Street, at work, Train, waiting for paying in the markets",,,0,,ZERO_RESULTS,
488,APPROXIMATE,"Ipoh, Perak, Malaysia",ChIJ4zNA83nsyjERWehSaUaf3I8,"Malaysia, Ipoh PERAK ",4.597479,101.090106,1,,OK,"locality,political"
489,APPROXIMATE,"Ipoh, Perak, Malaysia",ChIJ4zNA83nsyjERWehSaUaf3I8,"Malaysia, Ipoh PERAK ",4.597479,101.090106,1,,OK,"locality,political"
490,GEOMETRIC_CENTER,"Ngurah Rai International Airport (DPS), Jalan Raya Gusti Ngurah Rai, Tuban, Kuta, Kabupaten Badung, Bali 80362, Indonesia",ChIJM2khUBZE0i0RH8x73W3acd8,Bali Ngurah Rai International Airport,-8.7467172,115.166787,1,80362,OK,"airport,establishment,point_of_interest"
491,,,,"Happens everywhere, East Finchley, Wood Green, Liverpool, Old Street, etc. In my house, on the tube, in the street, etc.",,,0,,ZERO_RESULTS,
492,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,US,37.09024,-95.712891,1,,OK,"country,political"
493,APPROXIMATE,"Greenville, TX, USA",ChIJySyZlNriS4YRqnd2vPViBbA,"greenville tx,",33.1384488,-96.1108066,1,,OK,"locality,political"
494,APPROXIMATE,"Massachusetts, USA",ChIJ_b9z6W1l44kRHA2DVTbQxkU,Massachusetts ,42.4072107,-71.3824374,1,,OK,"administrative_area_level_1,political"
495,GEOMETRIC_CENTER,"52nd Ave, Queens, NY 11373, USA",ChIJ40u0qE1ewokRrHUaXbOSFr0,"52 Avenue & 5 Street NW. Miami, FL. USA.",40.7378448,-73.8761959,10,11373,OK,route
496,GEOMETRIC_CENTER,"Airport, Kansas City, MO 64163, USA",ChIJfSNtIhBewIcRijH0EigAPp8,The metro bus ,39.2975455,-94.7160645,1,64163,OK,"establishment,point_of_interest"
497,APPROXIMATE,"Chennai, Tamil Nadu, India",ChIJYTN9T-plUjoRM9RjaAunYW4,Chennai,13.0826802,80.2707184,1,,OK,"locality,political"
498,APPROXIMATE,"Broward County, FL, USA",ChIJFUaCG35_2YgRFNYLv44fMaA,Broward county Florida ,26.190096,-80.365865,1,,OK,"administrative_area_level_2,political"
499,APPROXIMATE,"Florence, Metropolitan City of Florence, Italy",ChIJrdbSgKZWKhMRAyrH7xd51ZM,"Florence, Italy",43.7695604,11.2558136,1,,OK,"locality,political"
500,APPROXIMATE,"Houston, TX, USA",ChIJAYWNSLS4QIYROwVl894CDco,"Houston, TX",29.7604267,-95.3698028,1,,OK,"locality,political"
501,ROOFTOP,"5660 College Ave, Oakland, CA 94618, USA",ChIJaesg-cJ9hYAR0somlUQPBeQ,"On College Avenue near Rockridge BART station in Oakland, California USA",37.8447023,-122.251392,1,94618,OK,"establishment,point_of_interest,subway_station,transit_station"
502,,,,SAN Pedro California Ps im a victim of two car accidents im unable to return to my family due to memory loss congrates at being rude evil people. Yes I was married owned a house have children I got locate. My husband and son.live in Gardena Ca. I helped a Gardena bar owner afford a mew business through cash donation.ect  gave back to my community and yes Gardena.Police Dept can help me so far  no go,,,0,,ZERO_RESULTS,
503,,,,SAN Pedro California Ps im a victim of two car accidents im unable to return to my family due to memory loss congrates at being rude evil people. Yes I was married owned a house have children I got locate. My husband and son.live in Gardena Ca. I helped a Gardena bar owner afford a mew business through cash donation.ect  gave back to my community and yes Gardena.Police Dept can help me so far  no go,,,0,,ZERO_RESULTS,
504,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
505,GEOMETRIC_CENTER,"M St NW, Washington, DC, USA",ChIJk_dPyLi3t4kRyN6fLXV9fLo,M St./Georgetown,38.905648,-77.0402949,1,,OK,route
506,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,USA,37.09024,-95.712891,1,,OK,"country,political"
507,ROOFTOP,"12/12 Lyn Parade, Prestons NSW 2170, Australia",ChIJ9TFU7fWUEmsReS3dBfVjl3Y,"Pedestrian crossong, Sydney, nsw, australia",-33.9304721,150.8887516,2,2170,OK,"establishment,furniture_store,home_goods_store,point_of_interest,store"
508,ROOFTOP,"121 S San Francisco St, Flagstaff, AZ 86001, USA",ChIJO_MGPkKPLYcR6cHy1yDvZWc,"Ho Chin Minh,  Vietnam.  On the street. ",35.19472,-111.6494769,1,86001,OK,"establishment,food,point_of_interest,restaurant"
509,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
510,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
511,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
512,ROOFTOP,"2929 McCully Rd, Allison Park, PA 15101, USA",ChIJuXnHEMONNIgRTe8ciqwNmKA,"Pennsylvania, in a high school",40.5831392,-79.9407812,1,15101,OK,"establishment,point_of_interest,school"
513,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
514,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
515,APPROXIMATE,"Atlanta, GA, USA",ChIJjQmTaV0E9YgRC2MLmS_e_mY,"Atlanta, GA",33.7489954,-84.3879824,1,,OK,"locality,political"
516,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
517,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
518,APPROXIMATE,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,"San Francisco, CA",37.7749295,-122.4194155,1,,OK,"locality,political"
519,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
520,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
521,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,New York,40.7127753,-74.0059728,1,,OK,"locality,political"
522,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
523,APPROXIMATE,"Walkley, Sheffield S6 5BT, UK",ChIJ0csh87x4eUgRoVzFvAtkfOc,"Walkley, Sheffield, UK",53.396087,-1.50013,1,S6 5BT,OK,"political,sublocality,sublocality_level_1"
524,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
525,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
526,APPROXIMATE,"Jupiter, FL, USA",ChIJfW8aRDUz2YgRIZqJ_29IUdw,"Jupiter, Florida",26.9342246,-80.0942087,1,,OK,"locality,political"
527,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
528,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
529,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
530,APPROXIMATE,Lebanon,ChIJraoihAIXHxURcPkAbAk0fcw,Lebanon,33.854721,35.862285,1,,OK,"country,political"
531,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
532,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
533,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
534,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
535,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
536,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
537,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
538,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
539,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
540,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
541,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
542,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
543,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
544,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
545,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
546,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
547,GEOMETRIC_CENTER,"S Main St, Royal Oak, MI 48067, USA",EiNTIE1haW4gU3QsIFJveWFsIE9haywgTUkgNDgwNjcsIFVTQQ,"Royal Oak, MI - Main Street",42.483132,-83.1440438,2,48067,OK,route
548,ROOFTOP,"742 S Harrison Blvd, Ogden, UT 84404, USA",ChIJb7qelE0JU4cRSjyGkTkuR0Q,Utah at school,41.250733,-111.9453906,1,84404,OK,"establishment,library,point_of_interest,school"
549,GEOMETRIC_CENTER,"Market St, Adekunle, Lagos, Nigeria",ChIJd5wBmn2LOxARb9tRYulmZK4,Mainland/lagos state/ Nigeria/ market,6.4809469,3.3869152,1,,OK,route
550,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
551,APPROXIMATE,"New Jersey, USA",ChIJn0AAnpX7wIkRjW0_-Ad70iw,NJ,40.0583238,-74.4056612,1,,OK,"administrative_area_level_1,political"
552,,,,Brooklyn sidewalk,,,0,,ZERO_RESULTS,
553,GEOMETRIC_CENTER,"Brooklyn, NY 11225, USA",ChIJ59SHynFbwokRKRKEsB7FU8c,"Brooklyn, New York- Sterling St 2 Train",40.6632864,-73.951043,1,11225,OK,"establishment,point_of_interest,subway_station,transit_station"
554,APPROXIMATE,"Rome, Metropolitan City of Rome, Italy",ChIJu46S-ZZhLxMROG5lkwZ3D7k,"Rome, Italy",41.9027835,12.4963655,1,,OK,"locality,political"
555,APPROXIMATE,"Johnstown, PA, USA",ChIJ-YXbqi8Ry4kRFeBP5xHlsZQ,"Johnstown, PA",40.3267407,-78.9219698,1,,OK,"locality,political"
556,APPROXIMATE,"London, ON, Canada",ChIJC5uNqA7yLogRlWsFmmnXxyg,London / Ontario / Canada,42.9849233,-81.2452768,1,,OK,"locality,political"
557,APPROXIMATE,"Madison, WI, USA",ChIJ_xkgOm1TBogRmEFIurX8DE4,"Madison, Wisconsin",43.0730517,-89.4012302,1,,OK,"locality,political"
558,GEOMETRIC_CENTER,"Mazatlan & México, Jaripillo, 82134 Mazatlán, Sin., Mexico",Ej1NYXphdGxhbiAmIE3DqXhpY28sIEphcmlwaWxsbywgODIxMzQgTWF6YXRsw6FuLCBTaW4uLCBNw6l4aWNv,"Mazatlan, Mexico streets",23.2644374,-106.3970307,3,82134,OK,intersection
559,APPROXIMATE,"Medellin, Antioquia, Colombia",ChIJ291STu8oRI4RcqxwksPWL3I,"Medellin, Colombia",6.244203,-75.5812119,1,,OK,"administrative_area_level_2,political"
560,ROOFTOP,"452 State St, Madison, WI 53703, USA",ChIJcbomQDZTBogRkEghx1Jj3I0,"Downtown Madison, WI",43.0749703,-89.3927526,1,53703,OK,"establishment,point_of_interest,travel_agency"
561,APPROXIMATE,France,ChIJMVd4MymgVA0R99lHx5Y__Ws,France,46.227638,2.213749,1,,OK,"country,political"
562,GEOMETRIC_CENTER,"Venture 3, वेंचर 1, लोठुकुनता, Alwal, सिकंदराबाद, तेलंगाना 500010, India",ChIJYW0UouaayzsRqgcLY7FY_Pk,"Lothkunta,near nartaki theatre, secunderabad",17.4942276,78.5132967,1,500010,OK,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
563,GEOMETRIC_CENTER,"Venture 3, वेंचर 1, लोठुकुनता, Alwal, सिकंदराबाद, तेलंगाना 500010, India",ChIJYW0UouaayzsRqgcLY7FY_Pk,"Lothkunta,near nartaki theatre, secunderabad",17.4942276,78.5132967,1,500010,OK,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
564,APPROXIMATE,"Vancouver, WA, USA",ChIJb5a6KOuulVQR-eK2xOgQMnY,Portland Vancouver,45.6738037,-122.6812485,2,,OK,political
565,APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"Brooklyn, NY",40.6781784,-73.9441579,1,,OK,"political,sublocality,sublocality_level_1"
566,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
567,APPROXIMATE,"Hamilton, NY 13346, USA",ChIJgcaHIxjX24kRSktoU5hZphg,"Hamilton, NY",42.8270136,-75.5446238,1,13346,OK,"locality,political"
568,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
569,GEOMETRIC_CENTER,"1227 East Blvd, Kenilworth Commons, Charlotte, NC 28203, United States",ChIJr4oTFpqfVogRy9aeM6xwUnk,"Harris Teeter, Charlotte NC",35.2028257,-80.8458281,1,28203,OK,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,pharmacy,point_of_interest,store,supermarket"
570,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
571,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
572,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
573,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
574,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
575,,,,"Cincinnati, Los Angeles, Savannah, NYC, Chicago, Italy, OKC, Seattle, Everywhere I go",,,0,,ZERO_RESULTS,
576,GEOMETRIC_CENTER,"W Georgia St & Granville St, Vancouver, BC V6B, Canada",EjZXIEdlb3JnaWEgU3QgJiBHcmFudmlsbGUgU3QsIFZhbmNvdXZlciwgQkMgVjZCLCBDYW5hZGE,Vancouver - Granville and W Georgia St,49.2824895,-123.1181328,1,V6B,OK,intersection
577,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
578,APPROXIMATE,"Githurai, Kenya",ChIJc5jnXck_LxgRNLLmN74T7uM,"Githurai, Nairobi. kENYA",-1.2064151,36.913794,1,,OK,"locality,political"
579,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
580,APPROXIMATE,"Prospect Heights, IL, USA",ChIJz4bfU4u5D4gR7qmbnW_gXnc,"Prospect Heights, IL",42.0953049,-87.9375694,1,,OK,"locality,political"
581,APPROXIMATE,"Prospect Heights, IL, USA",ChIJz4bfU4u5D4gR7qmbnW_gXnc,"Prospect Heights, IL",42.0953049,-87.9375694,1,,OK,"locality,political"
582,APPROXIMATE,"Pompano Beach, FL, USA",ChIJiUSIQdkC2YgR83Sudl4cYTs,Pompano Beach,26.2378597,-80.1247667,1,,OK,"locality,political"
583,GEOMETRIC_CENTER,"W Pico Blvd, Los Angeles, CA, USA",ChIJ67kzzAe5woAR2VjXnqBeBmY,"Pico Boulevard in Los Angeles, CA",34.0484816,-118.3560395,1,,OK,route
584,APPROXIMATE,"Rotterdam, Netherlands",ChIJfcRUX2C3xUcRhUtelay7KVI,"Rotterdam, Holland",51.9244201,4.4777326,1,,OK,"locality,political"
585,APPROXIMATE,"Calgary, AB, Canada",ChIJ1T-EnwNwcVMROrZStrE7bSY,"Calgary, AB",51.0486151,-114.0708459,1,,OK,"locality,political"
586,ROOFTOP,"1440 P St NW, Washington, DC 20005, USA",ChIJE_Jo2MG3t4kRDmuaghjExpo,"Washington DC, at Whole Foods",38.9093682,-77.0334586,1,20005,OK,"establishment,food,grocery_or_supermarket,health,point_of_interest,store,supermarket"
587,,,,"Lakewood, OH, U.S. While walking up Warren Rd to Downtown Lakewood",,,0,,ZERO_RESULTS,
588,ROOFTOP,"Fairy Lake Park, 520 Water St, Newmarket, ON L3Y 1M5, Canada",ChIJi4NFlhHSKogR7XkBcc2-1Lo,"Newmarket, Canada, on a trail",44.0513778,-79.4547989,1,L3Y 1M5,OK,"establishment,park,point_of_interest"
589,APPROXIMATE,"Bristol, UK",ChIJYdizgWaDcUgRH9eaSy6y5I4,Bristol,51.454513,-2.58791,1,,OK,"locality,political"
590,GEOMETRIC_CENTER,"Chelsea Rd, Bristol BS5 6AS, UK",ChIJJ_blBEeOcUgRvhAaP5PjExg,"chelsea road, bristol",51.4638628,-2.5632138,1,BS5 6AS,OK,route
591,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,london,51.5073509,-0.1277583,1,,OK,"locality,political"
592,APPROXIMATE,"Jericho, NY, USA",ChIJme4TzTiBwokRvauYHf0Xh0s,Jericho NY,40.7920441,-73.5398476,1,,OK,"locality,political"
593,,,,"Chicago, IL. He was on my bus and I noticed him staring at me but I didn't do anything because to be honest, that happens often. He got off at the same stop and started to follow me. I did;t turn around because I didn't want to engage but as I was in the alley and nearing my house he said hello, and that's where the harassment began. ",,,0,,ZERO_RESULTS,
594,APPROXIMATE,"Philadelphia, PA, USA",ChIJ60u11Ni3xokRwVg-jNgU9Yk,"Philadelphia , pa",39.9525839,-75.1652215,1,,OK,"locality,political"
